"","O.NET.SOC.Code","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"491","33-1021.02","Forest Fire Fighting and Prevention Supervisors",3.88,3.88,4,4.12,4,2.5,2.12,0,3.5,4,3.38,1.38,2.25,3.88,3,4.25,2.88,3.12,3.12,3,3.38,0.38,3.12,3.88,1.88,2,3.25,3.5,4,3.25,3.38,1.25,3.88,2.5,3.75,"Level"
"492","33-2011.01","Municipal Firefighters",3,3.38,3.12,3.62,3.5,2.88,2.25,0,3.12,3.5,3,1,1.5,2.5,2,3.75,3,3.12,3.25,2.25,3,0.38,2.75,3.5,2.75,2.62,3.38,3.38,3.38,2.75,2.62,0.88,3,2.88,3,"Level"
"493","33-2011.02","Forest Firefighters",3,3.62,3.25,3.88,3.62,2.88,2.75,0.25,3,3.38,2.62,0.88,1.62,2.75,2.38,3.62,2.88,3.38,3.25,0.38,3,0.38,3.25,3.5,3,0.38,3.5,3.38,3.38,3,2.88,1,3.38,2.88,2.88,"Level"
"494","33-2021.01","Fire Inspectors",3.75,4,3.5,3.12,3.88,0.25,0.38,0,3.25,3.75,3.25,1.12,1.12,2.75,2.88,3.5,2.62,2.75,3.62,2.75,3.12,0.88,4.12,4.25,0.38,3,3.12,2.75,3.88,3.38,3.5,1,3.25,2.75,3.88,"Level"
"495","33-2021.02","Fire Investigators",3.5,4.25,3.38,3.38,4.12,0.12,0.62,0,2.75,3.62,3.25,0.88,1,1.88,3,3.5,2.5,2.12,2,0.38,3,0.62,1.88,4,0.25,3.38,2.88,3.38,4.12,2.88,2.75,0.25,3.12,2.25,3.75,"Level"
"496","33-2022.00","Forest Fire Inspectors and Prevention Specialists",3.25,3.25,3.25,3.75,3.62,1.12,0.75,0,2.5,3.25,2.5,0.75,1.75,3.38,2.5,3.38,3.12,2.25,2.62,1.38,3,0.62,2.12,3.38,0.38,2.12,3,3,3.25,3.12,3.12,0.75,3.25,1.88,3.12,"Level"
"497","33-3011.00","Bailiffs",2.12,3,2.25,2.5,3,0,0,0,1.5,2.62,1.75,0,0.25,1.88,0.38,2.75,2.62,0.12,1.12,0.12,2.5,0.12,1,2.5,0,0,2.25,3.25,3,1.12,0.5,0,2.38,0.38,2.12,"Level"
"498","33-3012.00","Correctional Officers and Jailers",3,3.38,2.75,3.5,3.38,0,0.25,0,3.25,3.12,2.88,0.25,0.88,2.75,2,3.75,3.25,2.12,2.62,0.62,3.38,0.38,2.25,3.5,0.25,1.38,3.25,3.62,3.5,2.62,2.5,0.62,3.25,1.62,3.25,"Level"
"499","33-3021.01","Police Detectives",3.62,3.75,3.5,3.38,4,0,0.38,0,3.25,3.62,3,0.62,0.62,2.88,2.12,3.5,3.62,2.75,2.88,1.75,3.25,0.75,1.38,3.75,0,2.75,3.38,3.75,3.75,3,2.88,0.75,3.5,1.38,3.62,"Level"
"500","33-3021.02","Police Identification and Records Officers",3.12,3.75,3.25,3.25,3.88,0,0.38,0,3,3.12,2.62,1,1.62,2.62,2.5,3.25,3,2.62,2.75,0.25,3,0.5,1.88,3.75,0,0.12,3,3.12,3.88,2.62,2.5,1.12,3.12,1.38,3.25,"Level"
"501","33-3021.03","Criminal Investigators and Special Agents",3.62,4,3.88,3.38,4.12,0,0.38,0,3.12,3.88,3,1.25,1.25,3,2.25,3.12,3.62,2.25,2.38,2.38,3.5,1,2,4,0,2.5,3,3.62,4,2.5,3,1,3,1,3.75,"Level"
"502","33-3021.05","Immigration and Customs Inspectors",3.12,4,3,3.38,3.88,0,0,0,3,3.5,2.88,0.75,1.12,2.75,2.12,3.75,3,2.12,2.25,0.62,3.12,0.5,1.88,3.88,0,1.12,3,3.38,4,2.38,2.5,0.5,3.25,0.88,3.75,"Level"
"503","33-3021.06","Intelligence Analysts",3.38,4.38,3.62,3.5,4.25,0,0.5,0.25,3,3.88,2.88,0.75,1.38,2.25,2.88,3.5,2.62,0.5,1.38,1.62,3,2.12,0.75,4.62,0,1.62,2.62,3.38,4,2.75,2.88,1.5,3,0,4.12,"Level"
"504","33-3031.00","Fish and Game Wardens",3.5,3.75,3.25,3.38,4,1.88,1.25,0,3.12,3.25,3,0.75,0.62,2.88,2.88,3.5,2.88,2.88,2.62,2.5,3.38,0.5,2.75,4.12,1.88,2.75,3.12,3.5,3.62,3.25,3.25,0.75,3,1.88,3.38,"Level"
"505","33-3041.00","Parking Enforcement Workers",2.25,3,2.25,2.62,2.88,0.62,0.5,0,2.5,2.25,2.25,0,0.12,2.38,1.5,2.75,2.25,2.25,1.88,0.88,2,0.62,1.88,2.5,0.62,0,2.75,2.5,2.75,1.62,1.38,0,2.75,1.75,2.38,"Level"
"506","33-3051.01","Police Patrol Officers",3.12,4,3.25,3.62,4,0,0,0,2.88,3.25,3,0,0,2.38,1.88,3.5,3.5,2.5,2.5,1.88,3.62,0.75,2,3.88,0,1.25,3.62,3.62,3.75,2.5,2.5,0.75,2.75,1.38,3.38,"Level"
"507","33-3051.03","Sheriffs and Deputy Sheriffs",3.25,4,3.62,3.62,3.88,0,0.12,0,3.25,3.88,3,0.5,1.75,3.25,1.5,3.25,4,2.25,2.5,1.88,3.75,0.25,1.5,3.88,0,0.75,3.62,4,3.88,2.88,3,0.25,3.5,0.75,3.25,"Level"
"508","33-3052.00","Transit and Railroad Police",2.88,3.38,3,3.12,3.38,0.25,0.12,0,2.88,2.88,2.88,0.88,0.75,2.62,2,3.25,3.12,2.12,2.25,1.75,3.38,0.88,1.75,3.38,0,0.75,2.88,3.12,3.75,2.62,2.12,0.5,2.75,1.38,3,"Level"
"509","33-9011.00","Animal Control Workers",3.12,3.62,2.75,2.88,3.75,0.25,0.38,0,3,3.12,2.75,0.62,1.12,2,1,3.25,2.5,1.88,2.12,1.88,3,0.25,1.75,3.12,0,0.62,3.12,3,3.38,2.12,2.12,0.38,3,0.62,3,"Level"
"510","33-9021.00","Private Detectives and Investigators",3.38,4.12,3,2.88,4.12,0,0.38,0,2.25,3.38,2.12,1.12,1,2,2.12,3.5,2.88,1.38,0.88,1.5,3,1,1.25,4,0,0.62,2.88,3.5,3.88,2.88,2.88,0.62,3,0.38,3.62,"Level"
"511","33-9031.00","Gaming Surveillance Officers and Gaming Investigators",3,3.38,2.25,2.88,3.75,0.38,0,0,2.88,3.12,2.62,0.38,0.38,2.38,1.38,3.62,2.75,2,2.25,0.88,2.62,0.12,1.5,3.75,0.38,0.38,2.25,3.25,3.62,2.12,2.12,0.12,2.75,0.62,3.25,"Level"
"512","33-9032.00","Security Guards",2.25,3,2.12,2.75,2.75,0,0,0,2.25,2.5,2.12,0,0,2.12,0.38,2.88,2.12,2,2.25,1,2.5,0.12,2,2.88,0.25,0.38,2.62,2.5,2.62,0.5,1.5,0,2.38,1.38,2.62,"Level"
"513","33-9091.00","Crossing Guards",1.38,3,2.38,2.88,2.88,0,0.25,0,2,2.75,0.12,0,0.12,1.62,0,2.62,1.5,0.12,0.38,0.25,1.88,0,0.12,2.38,0,0,3,2.88,2.75,0.88,0.75,0,2.25,0,2,"Level"
"514","33-9092.00","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.75,3.12,2.62,3.25,3.38,0,0.38,0,2.62,3,2.88,0,0.12,2.12,0.25,3.38,2,0.25,1.25,0.38,2.62,0,1.88,3,0,1.12,3.25,3.12,3,1,1.25,0.12,2.12,1,2.75,"Level"
"515","33-9093.00","Transportation Security Screeners",3,3.5,2.75,3.38,3.5,1.5,1.62,0,2.88,2.88,2.75,1,1.12,2.38,1.62,3.12,2.5,2.5,2.88,1.38,3,0.88,2.5,3,1.25,1,2.75,3,3,2,2.38,0,2.12,1.88,2.62,"Level"
"516","33-9099.02","Retail Loss Prevention Specialists",3,3.25,2.88,3.12,3.62,0,0.38,0,3,3,2.75,1.62,1.5,2.88,2.75,3.5,2.62,1.38,2.38,0.75,2.88,1,2.25,3.62,0,0.25,2.75,3.12,3.5,2.75,3,0.88,2.75,1.88,3.25,"Level"
"517","35-1011.00","Chefs and Head Cooks",3.5,3.5,3,4,3.88,1.38,1.75,0,3.25,3,3.38,3.12,3.25,3.75,2.88,4,3.5,2,2.75,2.25,3.5,0.25,2.75,3.38,0.62,0.62,3.38,3.75,3.88,2.88,2.88,0.88,3.62,1.75,3.12,"Level"
"518","35-1012.00","First-Line Supervisors of Food Preparation and Serving Workers",3.25,3.38,3,4,4,0.5,0.62,0,3.12,3,3.12,2.62,2.62,3.5,2.75,3.75,3.12,2,2.25,1.62,3,0.5,2.62,3.75,0,0.12,3.5,3.62,3.88,3,3.5,0.62,3.62,1.38,3.12,"Level"
"519","35-2011.00","Cooks, Fast Food",2.12,2.25,1.75,2.38,2.25,0,0.25,0,1.88,2,1.25,0.5,0.5,1.12,1.88,2,1.75,2,2,0.38,2,0,1.5,2.5,0,0.25,2.12,2.62,2.38,1,1.12,0.12,1.62,0.5,1.62,"Level"
"520","35-2012.00","Cooks, Institution and Cafeteria",2.75,2.88,2.75,2.88,3,0.38,0.38,0,2.75,2.75,2.75,2.5,2.62,3,2.62,3.12,2.12,2.38,2.38,1.88,2.62,0.25,2.5,2.88,0,0,2.88,2.62,2.88,2.12,2,0.25,3,1.25,2.5,"Level"
"521","35-2013.00","Cooks, Private Household",3,2.88,2.75,2.5,3,0,0.5,0,0.62,2.88,2.38,2.75,3.12,2.62,2.38,3.25,2,2.12,2.25,2.25,2.88,0.5,2.38,2.75,0,0.75,3.38,2.75,2.75,2.12,2,1,3,1.62,2.25,"Level"
"522","35-2014.00","Cooks, Restaurant",2.75,2.62,2.38,3.25,2.88,0.25,1.25,0,2.62,2.5,2.38,1.88,2.12,2.38,2.12,3.25,2.12,2.12,2.38,0.62,1.88,0,2.62,2.38,0,0.25,2.25,2.5,2.62,1.88,1.75,0.38,2.75,1.12,2.5,"Level"
"523","35-2015.00","Cooks, Short Order",2.5,2.62,2.25,3,2.5,0,0.38,0,2.5,2.38,2.12,1.5,1.5,1.88,2,2.75,2.38,0.25,1.88,0,2.62,0,1.5,2.75,0,0,2.88,2.62,2.62,0.5,1.75,0.62,2.75,1.62,2.5,"Level"
"524","35-2021.00","Food Preparation Workers",1.5,2.25,1.88,2.38,2,0,0.5,0,1.75,1.88,1.75,0.25,0.12,1.5,1.5,2.12,1.25,0.75,1.25,0.12,1.38,0,1.88,1.88,0,0,2.12,2,2,1,1.12,0.12,2.12,1.12,1.62,"Level"
"525","35-3011.00","Bartenders",2.62,3.25,2.5,3,2.62,0.38,0.25,0,2.62,2.5,2.62,1.62,1.75,2.38,2,3,2.75,1.38,2.12,0,2.75,0.38,1.5,2.88,0,0,3.12,3,3.12,2.12,2.12,0.5,2.25,1.12,2.75,"Level"
"526","35-3021.00","Combined Food Preparation and Serving Workers, Including Fast Food",2.12,2.25,2.12,3,2.25,0,0,0,2.38,2.25,2.5,1,1.25,2.25,1.88,2.12,1.62,1.88,1.62,0.12,2.25,0.38,1.5,2.25,0,0,2.75,2.38,2.5,1.5,1.5,0.38,2.25,1.12,2,"Level"
"527","35-3022.00","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2.38,2.75,2.5,2.62,2.62,0,0.25,0,2.25,2.25,2.38,1.12,0.88,1.88,2.12,2.5,2.38,0.25,2,0.12,2.75,0.25,1.75,2.88,0,0,2.88,2.75,2.88,1.88,2,0.38,2.5,1.25,2.75,"Level"
"528","35-3022.01","Baristas",2.62,2.62,2.25,2.75,2.75,1.62,1.12,0,2.5,2.25,2,1.12,1.12,1.88,2,2.5,2.5,2.25,2.38,0.25,2.5,0,1.88,2.75,1.5,0,2.88,2.62,2.62,1.38,1.25,0.5,2.38,1.62,2.38,"Level"
"529","35-3031.00","Waiters and Waitresses",2.12,2.5,2,2.75,3.12,0,0,0,2.25,2.25,2.38,0.12,0.38,1.75,1.25,2.88,2,0.38,1,0.25,2.25,0.38,1.12,2.25,0,0,2.75,2.5,2.25,1.12,1.5,0,2.12,0,2,"Level"
"530","35-3041.00","Food Servers, Nonrestaurant",1.75,2.25,1.62,2.5,2.12,0,0.25,0,1.75,2.12,1.62,0.75,0.75,1.5,1.75,2.38,1,0.75,1,0.5,1.62,0,1.62,2,0,0,2.12,2.62,2.25,0.88,0.75,0.62,2,0.75,1.88,"Level"
"531","35-9011.00","Dining Room and Cafeteria Attendants and Bartender Helpers",1.62,2.12,1.75,3,2.12,0,0,0,1.75,1.88,1.75,0.5,0.62,1.75,1.25,2.12,1.62,0.88,1.5,0.25,1.5,0.25,1.62,1.75,0,0,2.38,2.25,2.12,1,0.88,0.25,2,1.25,1.38,"Level"
"532","35-9021.00","Dishwashers",2,2.25,2,2,2.12,2.12,2,0,1.38,2,1,0.88,0.88,2,1,2,1.75,2,2,0,2,0,2,2,2,0,2,2.25,2.25,1.38,1.25,0.25,2,2,1.5,"Level"
"533","35-9031.00","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.25,2.75,2.25,2.75,2.38,0,0,0,2.12,2.38,2.12,0.25,0,1.88,1.75,2.38,2.62,0,0.5,0,2.75,0,0.25,2.75,0,0,2.75,2.62,2.88,1.75,1.75,0,2.62,0,2.5,"Level"
"534","37-1011.00","First-Line Supervisors of Housekeeping and Janitorial Workers",2.88,3,2.62,3.5,3.12,1.25,0.75,0,3,2.88,3,2.75,3,3.75,2.12,3.75,3.12,2.25,2.38,1.88,2.88,0,2.62,3.25,0.75,0.12,3.12,3.5,3.5,2.38,2.25,0.38,3.75,2,3.25,"Level"
"535","37-1012.00","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3,3.62,3.25,3.88,3.75,1.5,1.38,0.25,3,3,3.12,2.12,2.62,3.5,2.75,3.62,3,2.88,3,2.12,3.25,0.62,2.75,3.5,1.38,0.38,3,3.62,3.75,2.75,2.75,0.75,3.5,2,3.12,"Level"
"536","37-2011.00","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2,2.25,2,2.12,2.12,1.88,1,0,1.12,2.12,0.88,0,0.25,1.38,0,1.88,1.5,1.38,2,0.38,1.88,0,1.25,2,1.12,0,2.38,2.12,2.12,0.75,0.5,0,2.12,1.62,1.5,"Level"
"537","37-2012.00","Maids and Housekeeping Cleaners",1.25,2.25,2,2.5,2.12,0,0.62,0,2,1.75,1.38,0.62,0.88,1.88,1.12,2.25,1.62,1.12,0.88,0.12,1.88,0,1.62,2.25,0,0,2.88,2.12,2.12,1.38,1,0.38,2.25,1,1.62,"Level"
"538","37-2021.00","Pest Control Workers",2.88,3,3,3,3.38,1.88,1.88,0,2.88,2.88,2.75,2,2,2.88,2.62,3,2.88,2.62,2.75,1.25,3,0,2.38,3,1.88,1.75,3,2.88,3,2.62,2,0.62,3,2,3,"Level"
"539","37-3011.00","Landscaping and Groundskeeping Workers",2,2.25,2.12,2.38,1.88,1.88,1.75,0.25,1.75,2.25,1.88,0.12,0.5,1.75,0.75,1.88,1.38,2.62,2.25,0.25,1.62,0,2,1.88,2,0.88,2.12,2,1.88,1.62,1.62,0.62,2,2,1.25,"Level"
"540","37-3012.00","Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.38,3,2.88,2.75,2.88,2.25,1.88,0,2.12,2.88,2,1.12,1.25,2.25,2,2.75,1.75,3,2.88,0.38,2.38,0,2.25,2.88,1.88,1.38,2.25,2.5,3,2,2,0.38,2.88,2.12,2.25,"Level"
"541","37-3013.00","Tree Trimmers and Pruners",2.12,2.88,2.75,3.12,2.88,2.25,1.75,0,3,2.88,1.88,0.62,0.75,2.88,1.5,2.88,2.38,3.25,3.12,0.62,2.62,0,2.75,2.62,2.12,1.38,2.5,2.5,2.62,1.62,1.5,0.38,3.12,2.38,2.5,"Level"
"542","39-1011.00","Gaming Supervisors",3.5,3.88,3,3.75,3.88,0,0,0,3,3.5,2.62,2.25,1.12,3.38,2,3.75,3.12,0.25,0.62,0.75,3.12,0.12,1.62,3.5,0,0.88,3.5,3.88,3.88,2.88,3,0,3.5,0.38,3.12,"Level"
"543","39-1012.00","Slot Supervisors",2.12,3.12,2.5,2.75,3.75,1.88,1,0,2.25,2.75,1.12,0.38,1.25,2.62,2.25,3.25,2.75,1.62,2.88,0.12,2.62,0.12,2.12,2.5,2.12,0.5,2.88,2.75,2.88,1,1.12,0.38,3,2,2.5,"Level"
"544","39-1021.00","First-Line Supervisors of Personal Service Workers",3,3.75,3.12,3.5,3.75,0,0,0,3.12,3.12,3,1.88,2.12,3.62,2.12,3.5,3.12,1,2.12,1.38,3.25,0.38,2.5,3.5,0,0.62,3,3.75,3.75,2.88,3,0.62,3.88,1,3.12,"Level"
"545","39-1021.01","Spa Managers",3.88,3.5,3.12,4,4,0,0.5,0,3.25,3.25,3.62,3.75,3.5,3.88,2.88,4.12,3.38,1.62,2,0.88,3.75,0.75,2.12,3.75,0,0.12,3.62,4,4,2.88,3.12,1.38,4,1.62,3.62,"Level"
"546","39-2011.00","Animal Trainers",3.12,3,2.75,3,3.38,0,0.12,0,3.12,2.88,3.88,1.5,1.75,2.5,1.62,3.5,2.25,1.75,1.5,1,2.88,0.12,2.12,3.12,0,1.38,3,3,3,2.62,2.62,0.75,2.75,1.25,2.75,"Level"
"547","39-2021.00","Nonfarm Animal Caretakers",2.12,2.75,2.38,2.38,2.75,0.5,0.75,0.5,2.12,2.38,2.25,0.5,1,1.75,1.75,2.75,1.75,0.62,1.38,0.12,1.88,0,1.62,2.5,0.38,0.75,2.5,2.25,2.5,1.62,1.5,0.62,2.12,1.5,2.25,"Level"
"548","39-3011.00","Gaming Dealers",2.5,3,2.38,2.88,2.88,0,0,0,3,2.62,2.38,0.62,0.88,2.25,2.25,3.12,2.75,0.12,2,0,2.88,0,1.88,2.5,0,0.25,3,2.88,2.88,1.88,1.75,0.5,2.62,0.88,2.75,"Level"
"549","39-3012.00","Gaming and Sports Book Writers and Runners",2.5,3.12,2.25,3,2.88,0,0,0,2.25,2.5,2.12,1.12,0.88,2.62,2.75,3.12,2,0.75,1.75,0.12,2.5,0.38,1.62,3.12,0,0.25,2.62,2.88,2.88,1.75,1,0,2.12,0.75,2.75,"Level"
"550","39-3021.00","Motion Picture Projectionists",2.25,3.25,2.38,2.5,2.75,2.62,2,0.5,1.62,2.38,1.62,0.25,0.75,1.5,0.5,2.75,1.62,2.88,3,2,2.12,0,2.88,3,2.38,0.5,2.5,2,2.62,1,0.88,0.62,2.5,2.62,2.62,"Level"
"551","39-3031.00","Ushers, Lobby Attendants, and Ticket Takers",2.12,2.75,2.12,2.38,2.62,0,0,0,1.12,2.12,1.25,0,0,2,1.38,2.62,2.25,0.62,1.75,0.38,2.5,0.38,1.62,2.25,0,0,3,3,2.5,1.38,1.38,0,2,0.88,2.12,"Level"
"552","39-3091.00","Amusement and Recreation Attendants",1.75,2.5,1.88,2.5,2.62,1.12,0.25,0,1.88,2.25,1.88,0.12,0.75,1.75,2,2.38,1.75,2.75,2.25,0.12,2.5,0.5,1.12,2,1,0,2.75,2.38,2.62,1.25,1,0.38,1.75,1,2,"Level"
"553","39-3092.00","Costume Attendants",1.75,2.88,2.12,2.5,2.88,0,0.25,0,1,2.25,0.5,0.38,0.75,2,0.12,2.62,2.12,1.38,1.25,1.5,2.38,0,1.25,2.75,0.5,0,2.62,2.62,2.62,0.75,0.75,0.25,2.25,0.75,2,"Level"
"554","39-3093.00","Locker Room, Coatroom, and Dressing Room Attendants",2,2.88,2,2.38,2.75,0,0.25,0,1.62,2.25,0.38,0,0.5,1.38,0.38,2.38,2,0.5,0.62,0.25,2.25,0,0.25,2.38,0,0,2.62,2.62,2.75,0,0.38,0,2.12,0,2.12,"Level"
"555","39-4011.00","Embalmers",3.12,3.5,2.88,3.12,3.38,1.62,1.5,0,2.88,3,2.62,1,1.25,2.75,1.5,3.25,2.5,2.25,2,1.88,2.38,0,2.12,3.12,1.5,2.5,3.38,4.12,3.5,2.12,2.12,0.75,3.12,1.5,3,"Level"
"556","39-4021.00","Funeral Attendants",1.5,3,2,3,2.75,1.25,0.62,0,1.25,2.62,1.38,1.12,1.38,1.25,1.25,2.88,1.25,1.62,1.25,0.75,1.88,0.12,1.25,2.62,0.38,0.5,3,3.25,3,1.12,1,0.5,2.5,1.12,2.38,"Level"
"557","39-4031.00","Morticians, Undertakers, and Funeral Directors",3.25,3.88,3.25,4,3.75,0,0.25,0,3.12,3.38,3.12,3,2.75,3.75,2.75,3.75,3.5,2.62,2.75,2.75,3.75,0.62,2.62,3.75,0,1.88,4.12,4.5,4.25,3,3.25,1,3.62,1.25,3.75,"Level"
"558","39-5011.00","Barbers",2.5,2.88,2.62,2.5,2.88,1.12,1.12,0,0.62,2.38,1.75,1.38,1.38,1.75,0.5,2.88,1.88,1.62,2,2.12,2.12,0,1.75,2.25,0.75,0.5,2.88,2.5,2.62,0.62,0.62,0.12,2.75,1.25,2.12,"Level"
"559","39-5012.00","Hairdressers, Hairstylists, and Cosmetologists",2.75,3.12,2.5,2.38,3.5,0.38,1.25,0,3.12,2.38,3,0.5,0.88,2,2,2.75,2.12,0.62,1.62,2,2.75,0,1.62,2.62,0,1.25,3.25,2.88,2.88,1.88,2.25,0.75,2.25,1.25,2.62,"Level"
"560","39-5091.00","Makeup Artists, Theatrical and Performance",3.38,3.25,2.88,3.25,3.25,0,1.38,0,2.75,3,2.5,3.38,2.62,2.5,2.5,2.88,2.5,0.25,1.62,2.5,2.62,0,2.25,3.25,0,0.75,2.88,2.75,3,2.5,2.5,1.12,2.75,1.25,2.5,"Level"
"561","39-5092.00","Manicurists and Pedicurists",2.25,2.75,2,2.25,2.5,0,0.62,0,2,2.12,1.88,0.38,0.5,1.88,1.25,2.12,2.12,0.12,0.88,0.5,2.12,0,1.38,2.12,0,0,2.62,2.62,2.62,1.75,1.75,0.88,2.12,0.38,1.88,"Level"
"562","39-5093.00","Shampooers",2,2.62,1.88,2.62,2.12,0,0.38,0,2,2.12,1.75,0.5,0.38,1.62,1.12,2.38,1.62,0.38,1.62,0.25,1.62,0,0.62,2.25,0,0,2.75,2.62,2.5,0.75,0.75,0.38,2.25,0.62,2,"Level"
"563","39-5094.00","Skincare Specialists",2.88,3.12,2.88,2.88,3,0,1,0,2.75,3.12,2.75,0.12,0.5,2,0.62,3,2.38,0.88,1.62,1.75,2.5,0,1.12,3.12,0,0.62,3.38,2.88,3,1.88,1.88,0.38,2.75,0.5,2.75,"Level"
"564","39-6011.00","Baggage Porters and Bellhops",2,2.5,2.25,2.5,2.5,0,0,0,2.25,2.25,2,0.88,1,1.75,1.5,2.38,1.75,1.88,1.88,0.12,1.75,0.5,1.38,2.5,0,0,3.25,2.38,2.38,1.5,1.62,0.12,2.12,1.5,1.88,"Level"
"565","39-6012.00","Concierges",2.75,3.75,2.75,2.88,3.62,0,0,0,2.12,2.62,2.38,1,1.62,2.25,2,2.88,2.62,0.88,1,0.5,2.75,0.5,0.62,3.38,0,0,4,3,3.12,2,2,0.62,2.62,0,2.5,"Level"
"566","39-7011.00","Tour Guides and Escorts",2.25,3.12,2.12,2.75,3.25,0,0.12,0,2.38,2.12,2.62,0,0.5,1.38,1.12,2.75,1.62,0.62,0.62,0.88,2.12,0.38,0.38,3,0,0,3.25,2.88,3.12,1.5,1.12,0.62,2,0,2.12,"Level"
"567","39-7012.00","Travel Guides",2.88,4,3.12,3.5,3.5,0,0.88,0,3.12,3.38,3.12,2.38,2.38,2.62,2.5,3.25,3.25,2.38,2.25,1.62,3.38,0.88,1,3.5,0,0.5,3.5,3.38,3.25,2.75,2.5,1.12,3,0,3.12,"Level"
"568","39-9011.00","Childcare Workers",3.12,3.25,2.75,3.12,3.38,0,0,0,3,3.12,3.12,0,0.62,2.38,2,3.38,2.88,0,1.75,0,2.88,0,1.75,3,0,0.25,3.12,3.5,3.25,2.25,2.25,1.25,3.12,1.25,3,"Level"
"569","39-9011.01","Nannies",2.62,3.25,3.38,3.25,3.25,0,0.5,0,2.88,3.12,3.5,1.38,1.38,1.88,1.12,3.75,3,1.88,1.62,1.88,3.5,0,1.75,3.12,0,1.38,3.62,3.62,3.25,2.38,2.88,0.62,3,0.62,2.75,"Level"
"570","39-9021.00","Personal Care Aides",2.75,2.88,2.38,2.88,3,0,0,0,2.38,2.5,2.62,0.38,0.62,1.75,1.62,3.12,2,1.38,1.62,0,2.38,0,1.75,2.75,0,0.75,3.75,3.12,2.88,1.38,1.5,0.38,2.62,0.88,2.75,"Level"
"571","39-9031.00","Fitness Trainers and Aerobics Instructors",2.88,3.25,2.75,3,3,1.25,1.12,0,3.62,2.88,3.5,0.12,0.88,2.62,0.62,3.5,1.75,1,1.62,2.62,3,0,1.62,3,0.12,1,3.38,3.38,3.38,2.38,2.62,1.25,2.88,1.75,2.75,"Level"
"572","39-9032.00","Recreation Workers",3.12,3.75,2.88,3.62,3.62,0,0.5,0,3.38,3.25,3.25,1.75,2.5,3.5,1.88,3.38,2.88,1.38,1.88,2.12,2.88,0.38,1.5,3.38,0,1,3.5,3.62,3.5,2.88,2.75,0.88,3.38,1.38,3.25,"Level"
"573","39-9041.00","Residential Advisors",3,4,3,3.38,4,0,0,0,3,3.12,3.12,2,2,3,2,3.5,3.12,1.25,2,2,3.25,0.12,1.12,3.38,0,1,3.12,3.38,3.62,3,2.88,1,3.25,1,3,"Level"
"574","41-1011.00","First-Line Supervisors of Retail Sales Workers",3.5,3.38,3.5,3.5,3.75,0,0,0,3.62,3.12,3.5,3.25,2.62,3.62,3.12,4,3.62,1.62,2,2.25,3.75,0.88,2.62,3.75,0,0.25,3.5,3.75,3.75,3,3.25,0.88,3.62,1.25,3.5,"Level"
"575","41-1012.00","First-Line Supervisors of Non-Retail Sales Workers",3.62,4,3.75,3.75,3.88,0,0,0,4,3.75,3.62,3.38,3.12,4,3.12,4.25,3.75,0.5,1,2.62,3.88,0.5,1.75,4,0,0.12,3.38,4,4,3.25,3.62,0.62,3.75,0,3.88,"Level"
"576","41-2011.00","Cashiers",2.12,2.88,2,2.62,2.88,0,0,0,2.25,2.38,1.88,0.25,0.25,2,2.38,2.5,2,1.5,1.5,0,2.12,0.38,0,2.75,0,0,2.75,2.62,2.62,2,1.88,0,2.5,0,2.5,"Level"
"577","41-2012.00","Gaming Change Persons and Booth Cashiers",2,3.12,2.25,2.5,2.75,0.38,0.25,0,2.12,2.25,1.75,1.38,1.25,1.75,2.5,2.62,2.12,1.62,1.88,0,2.38,0.38,2.12,2.62,1.12,0,2.62,2.25,2.62,1.38,1.12,0.12,1.38,1.62,2.5,"Level"
"578","41-2021.00","Counter and Rental Clerks",2.25,3.25,2.38,2.88,2.88,0,0.25,0,2.62,2.25,2.5,1.75,1.75,2.25,2.12,2.88,2.62,2.25,2.25,0,2.75,0.38,0.25,3.12,0,0,3.38,2.75,3,2,1.88,0.75,2.25,0,3.12,"Level"
"579","41-2022.00","Parts Salespersons",3,3.88,3,2.88,3.12,1.38,2,0.12,2.25,3,2.12,1,1.5,1.62,2.5,2.88,3,1.5,2,0.38,3.25,0.62,2,3.12,2,0,3.12,3,3.12,2.12,2,0.62,2.5,1.88,2.88,"Level"
"580","41-2031.00","Retail Salespersons",2.62,3.62,2.62,3,3.38,0,0.25,0,2.88,2.88,2.38,1.12,1,2.38,1.88,3.12,3.5,1.38,1.38,1.12,3.75,0.25,1.25,3.25,0,0.12,3.75,3,3.25,1.5,2,1.25,2.88,0.75,3,"Level"
