,Id2,Id,Url,Category,Description,Green Occupational Category
456,29-2061.00,Licensed Practical and Licensed Vocational Nurses,http://www.bls.gov/soc/2010/soc292061.htm,29,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",
457,29-2071.00,Medical Records and Health Information Technicians,http://www.bls.gov/soc/2010/soc292071.htm,29,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the health care system. Process, maintain, compile, and report patient information for health requirements and standards in a manner consistent with the healthcare industry's numerical coding system.",
458,29-2081.00,"Opticians, Dispensing",http://www.bls.gov/soc/2010/soc292081.htm,29,"Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",
459,29-2091.00,Orthotists and Prosthetists,http://www.bls.gov/soc/2010/soc292091.htm,29,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",
460,29-2092.00,Hearing Aid Specialists,http://www.bls.gov/soc/2010/soc292092.htm,29,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",
461,29-2099.01,Neurodiagnostic Technologists,http://www.bls.gov/soc/2010/soc292099.htm,29,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",
462,29-2099.05,Ophthalmic Medical Technologists,http://www.bls.gov/soc/2010/soc292099.htm,29,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",
463,29-2099.06,Radiologic Technicians,http://www.bls.gov/soc/2010/soc292099.htm,29,Maintain and use equipment and supplies necessary to demonstrate portions of the human body on x-ray film or fluoroscopic screen for diagnostic purposes.,
464,29-2099.07,Surgical Assistants,http://www.bls.gov/soc/2010/soc292099.htm,29,"Assist surgeons during surgery by performing duties such as tissue retraction, insertion of tubes and intravenous lines, or closure of surgical wounds. Perform preoperative and postoperative duties to facilitate patient care.",
465,29-9011.00,Occupational Health and Safety Specialists,http://www.bls.gov/soc/2010/soc299011.htm,29,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector. Includes environmental protection officers.",Green Increased Demand
466,29-9012.00,Occupational Health and Safety Technicians,http://www.bls.gov/soc/2010/soc299012.htm,29,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",Green Enhanced Skills
467,29-9091.00,Athletic Trainers,http://www.bls.gov/soc/2010/soc299091.htm,29,"Evaluate and advise individuals to assist recovery from or avoid athletic-related injuries or illnesses, or maintain peak physical fitness. May provide first aid or emergency care.",
468,29-9092.00,Genetic Counselors,http://www.bls.gov/soc/2010/soc299092.htm,29,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",
469,29-9099.01,Midwives,http://www.bls.gov/soc/2010/soc299099.htm,29,Provide prenatal care and childbirth assistance.,
470,31-1011.00,Home Health Aides,http://www.bls.gov/soc/2010/soc311011.htm,31,"Provide routine individualized healthcare such as changing bandages and dressing wounds, and applying topical medications to the elderly, convalescents, or persons with disabilities at the patient's home or in a care facility. Monitor or report changes in health status. May also provide personal care such as bathing, dressing, and grooming of patient.",
471,31-1013.00,Psychiatric Aides,http://www.bls.gov/soc/2010/soc311013.htm,31,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies.",
472,31-1014.00,Nursing Assistants,http://www.bls.gov/soc/2010/soc311014.htm,31,"Provide basic patient care under direction of nursing staff. Perform duties such as feed, bathe, dress, groom, or move patients, or change linens. May transfer or transport patients. Includes nursing care attendants, nursing aides, and nursing attendants.",
473,31-2011.00,Occupational Therapy Assistants,http://www.bls.gov/soc/2010/soc312011.htm,31,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with State laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.",
474,31-2012.00,Occupational Therapy Aides,http://www.bls.gov/soc/2010/soc312012.htm,31,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room.",
475,31-2021.00,Physical Therapist Assistants,http://www.bls.gov/soc/2010/soc312021.htm,31,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with State laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training.",
476,31-2022.00,Physical Therapist Aides,http://www.bls.gov/soc/2010/soc312022.htm,31,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area.",
477,31-9011.00,Massage Therapists,http://www.bls.gov/soc/2010/soc319011.htm,31,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",
478,31-9091.00,Dental Assistants,http://www.bls.gov/soc/2010/soc319091.htm,31,"Assist dentist, set up equipment, prepare patient for treatment, and keep records.",
479,31-9092.00,Medical Assistants,http://www.bls.gov/soc/2010/soc319092.htm,31,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician.",
480,31-9093.00,Medical Equipment Preparers,http://www.bls.gov/soc/2010/soc319093.htm,31,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment.",
481,31-9094.00,Medical Transcriptionists,http://www.bls.gov/soc/2010/soc319094.htm,31,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.",
482,31-9095.00,Pharmacy Aides,http://www.bls.gov/soc/2010/soc319095.htm,31,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling.",
483,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,http://www.bls.gov/soc/2010/soc319096.htm,31,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine post-operative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",
484,31-9097.00,Phlebotomists,http://www.bls.gov/soc/2010/soc319097.htm,31,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions.",
485,31-9099.01,Speech-Language Pathology Assistants,http://www.bls.gov/soc/2010/soc319099.htm,31,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems.",
486,31-9099.02,Endoscopy Technicians,http://www.bls.gov/soc/2010/soc319099.htm,31,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.,
487,33-1011.00,First-Line Supervisors of Correctional Officers,http://www.bls.gov/soc/2010/soc331011.htm,33,Directly supervise and coordinate activities of correctional officers and jailers.,
488,33-1012.00,First-Line Supervisors of Police and Detectives,http://www.bls.gov/soc/2010/soc331012.htm,33,Directly supervise and coordinate activities of members of police force.,
489,33-1021.01,Municipal Fire Fighting and Prevention Supervisors,http://www.bls.gov/soc/2010/soc331021.htm,33,"Supervise fire fighters who control and extinguish municipal fires, protect life and property, and conduct rescue efforts.",
490,33-1021.02,Forest Fire Fighting and Prevention Supervisors,http://www.bls.gov/soc/2010/soc331021.htm,33,Supervise fire fighters who control and suppress fires in forests or vacant public land.,
491,33-2011.01,Municipal Firefighters,http://www.bls.gov/soc/2010/soc332011.htm,33,"Control and extinguish municipal fires, protect life and property and conduct rescue efforts.",
492,33-2011.02,Forest Firefighters,http://www.bls.gov/soc/2010/soc332011.htm,33,Control and suppress fires in forests or vacant public land.,
493,33-2021.01,Fire Inspectors,http://www.bls.gov/soc/2010/soc332021.htm,33,Inspect buildings and equipment to detect fire hazards and enforce state and local regulations.,
494,33-2021.02,Fire Investigators,http://www.bls.gov/soc/2010/soc332021.htm,33,Conduct investigations to determine causes of fires and explosions.,
495,33-2022.00,Forest Fire Inspectors and Prevention Specialists,http://www.bls.gov/soc/2010/soc332022.htm,33,"Enforce fire regulations, inspect forest for fire hazards and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",
496,33-3011.00,Bailiffs,http://www.bls.gov/soc/2010/soc333011.htm,33,Maintain order in courts of law.,
497,33-3012.00,Correctional Officers and Jailers,http://www.bls.gov/soc/2010/soc333012.htm,33,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",
498,33-3021.01,Police Detectives,http://www.bls.gov/soc/2010/soc333021.htm,33,Conduct investigations to prevent crimes or solve criminal cases.,
499,33-3021.02,Police Identification and Records Officers,http://www.bls.gov/soc/2010/soc333021.htm,33,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases.",
500,33-3021.03,Criminal Investigators and Special Agents,http://www.bls.gov/soc/2010/soc333021.htm,33,"Investigate alleged or suspected criminal violations of Federal, state, or local laws to determine if evidence is sufficient to recommend prosecution.",
501,33-3021.05,Immigration and Customs Inspectors,http://www.bls.gov/soc/2010/soc333021.htm,33,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",
502,33-3021.06,Intelligence Analysts,http://www.bls.gov/soc/2010/soc333021.htm,33,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.",
503,33-3031.00,Fish and Game Wardens,http://www.bls.gov/soc/2010/soc333031.htm,33,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,Green Increased Demand
504,33-3041.00,Parking Enforcement Workers,http://www.bls.gov/soc/2010/soc333041.htm,33,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",
505,33-3051.01,Police Patrol Officers,http://www.bls.gov/soc/2010/soc333051.htm,33,"Patrol assigned area to enforce laws and ordinances, regulate traffic, control crowds, prevent crime, and arrest violators.",
506,33-3051.03,Sheriffs and Deputy Sheriffs,http://www.bls.gov/soc/2010/soc333051.htm,33,"Enforce law and order in rural or unincorporated districts or serve legal processes of courts. May patrol courthouse, guard court or grand jury, or escort defendants.",
507,33-3052.00,Transit and Railroad Police,http://www.bls.gov/soc/2010/soc333052.htm,33,"Protect and police railroad and transit property, employees, or passengers.",
508,33-9011.00,Animal Control Workers,http://www.bls.gov/soc/2010/soc339011.htm,33,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",
509,33-9021.00,Private Detectives and Investigators,http://www.bls.gov/soc/2010/soc339021.htm,33,"Gather, analyze, compile and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",
510,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,http://www.bls.gov/soc/2010/soc339031.htm,33,"Act as oversight and security agent for management and customers. Observe casino or casino hotel operation for irregular activities such as cheating or theft by either employees or patrons. May use one-way mirrors above the casino floor, cashier's cage, and from desk. Use of audio/video equipment is also common to observe operation of the business. Usually required to provide verbal and written reports of all violations and suspicious behavior to supervisor.",
511,33-9032.00,Security Guards,http://www.bls.gov/soc/2010/soc339032.htm,33,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",
512,33-9091.00,Crossing Guards,http://www.bls.gov/soc/2010/soc339091.htm,33,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",
513,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",http://www.bls.gov/soc/2010/soc339092.htm,33,"Monitor recreational areas, such as pools, beaches, or ski slopes to provide assistance and protection to participants.",
514,33-9093.00,Transportation Security Screeners,http://www.bls.gov/soc/2010/soc339093.htm,33,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",
515,33-9099.02,Retail Loss Prevention Specialists,http://www.bls.gov/soc/2010/soc339099.htm,33,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",
516,35-1011.00,Chefs and Head Cooks,http://www.bls.gov/soc/2010/soc351011.htm,35,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",
517,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,http://www.bls.gov/soc/2010/soc351012.htm,35,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,
518,35-2011.00,"Cooks, Fast Food",http://www.bls.gov/soc/2010/soc352011.htm,35,Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,
519,35-2012.00,"Cooks, Institution and Cafeteria",http://www.bls.gov/soc/2010/soc352012.htm,35,"Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",
520,35-2013.00,"Cooks, Private Household",http://www.bls.gov/soc/2010/soc352013.htm,35,Prepare meals in private homes. Includes personal chefs.,
521,35-2014.00,"Cooks, Restaurant",http://www.bls.gov/soc/2010/soc352014.htm,35,"Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",
522,35-2015.00,"Cooks, Short Order",http://www.bls.gov/soc/2010/soc352015.htm,35,Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,
523,35-2021.00,Food Preparation Workers,http://www.bls.gov/soc/2010/soc352021.htm,35,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",
524,35-3011.00,Bartenders,http://www.bls.gov/soc/2010/soc353011.htm,35,"Mix and serve drinks to patrons, directly or through waitstaff.",
525,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",http://www.bls.gov/soc/2010/soc353021.htm,35,Perform duties which combine preparing and serving food and nonalcoholic beverages.,
526,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",http://www.bls.gov/soc/2010/soc353022.htm,35,Serve food to diners at counter or from a steam table.,
527,35-3022.01,Baristas,http://www.bls.gov/soc/2010/soc353022.htm,35,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,
528,35-3031.00,Waiters and Waitresses,http://www.bls.gov/soc/2010/soc353031.htm,35,Take orders and serve food and beverages to patrons at tables in dining establishment.,
529,35-3041.00,"Food Servers, Nonrestaurant",http://www.bls.gov/soc/2010/soc353041.htm,35,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",
530,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,http://www.bls.gov/soc/2010/soc359011.htm,35,"Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",
531,35-9021.00,Dishwashers,http://www.bls.gov/soc/2010/soc359021.htm,35,"Clean dishes, kitchen, food preparation equipment, or utensils.",
532,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",http://www.bls.gov/soc/2010/soc359031.htm,35,"Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",
533,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,http://www.bls.gov/soc/2010/soc371011.htm,37,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",
534,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",http://www.bls.gov/soc/2010/soc371012.htm,37,"Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",
535,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",http://www.bls.gov/soc/2010/soc372011.htm,37,"Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",
536,37-2012.00,Maids and Housekeeping Cleaners,http://www.bls.gov/soc/2010/soc372012.htm,37,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",
537,37-2021.00,Pest Control Workers,http://www.bls.gov/soc/2010/soc372021.htm,37,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,
538,37-3011.00,Landscaping and Groundskeeping Workers,http://www.bls.gov/soc/2010/soc373011.htm,37,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units.",
539,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",http://www.bls.gov/soc/2010/soc373012.htm,37,"Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or botanical crops. Usually requires specific training and State or Federal certification.",
540,37-3013.00,Tree Trimmers and Pruners,http://www.bls.gov/soc/2010/soc373013.htm,37,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts.",
541,39-1011.00,Gaming Supervisors,http://www.bls.gov/soc/2010/soc391011.htm,39,Supervise and coordinate activities of workers in assigned gaming areas. Circulate among tables and observe operations. Ensure that stations and games are covered for each shift. May explain and interpret operating rules of house to patrons. May plan and organize activities and services for guests in hotels/casinos. May address service complaints.,
542,39-1012.00,Slot Supervisors,http://www.bls.gov/soc/2010/soc391012.htm,39,Supervise and coordinate activities of slot department workers to provide service to patrons. Handle and settle complaints of players. Verify and pay off jackpots. Reset slot machines after payoffs. Make repairs or adjustments to slot machines or recommend removal of slot machines for repair. Report hazards and enforce safety rules.,
543,39-1021.00,First-Line Supervisors of Personal Service Workers,http://www.bls.gov/soc/2010/soc391021.htm,39,"Directly supervise and coordinate activities of personal service workers, such as flight attendants, hairdressers, or caddies.",
544,39-1021.01,Spa Managers,http://www.bls.gov/soc/2010/soc391021.htm,39,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",
545,39-2011.00,Animal Trainers,http://www.bls.gov/soc/2010/soc392011.htm,39,"Train animals for riding, harness, security, performance, or obedience, or assisting persons with disabilities. Accustom animals to human voice and contact; and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team.",
546,39-2021.00,Nonfarm Animal Caretakers,http://www.bls.gov/soc/2010/soc392021.htm,39,"Feed, water, groom, bathe, exercise, or otherwise care for pets and other nonfarm animals, such as dogs, cats, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks.",
547,39-3011.00,Gaming Dealers,http://www.bls.gov/soc/2010/soc393011.htm,39,"Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gaming equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands.",
548,39-3012.00,Gaming and Sports Book Writers and Runners,http://www.bls.gov/soc/2010/soc393012.htm,39,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets presented by patrons and payout winnings for those wagers.",
549,39-3021.00,Motion Picture Projectionists,http://www.bls.gov/soc/2010/soc393021.htm,39,Set up and operate motion picture projection and related sound reproduction equipment.,
550,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",http://www.bls.gov/soc/2010/soc393031.htm,39,"Assist patrons at entertainment events by performing duties, such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and locating such facilities as rest rooms and telephones.",
551,39-3091.00,Amusement and Recreation Attendants,http://www.bls.gov/soc/2010/soc393091.htm,39,"Perform variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.",
552,39-3092.00,Costume Attendants,http://www.bls.gov/soc/2010/soc393092.htm,39,"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances.",
553,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",http://www.bls.gov/soc/2010/soc393093.htm,39,"Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms.",
554,39-4011.00,Embalmers,http://www.bls.gov/soc/2010/soc394011.htm,39,Prepare bodies for interment in conformity with legal requirements.,
555,39-4021.00,Funeral Attendants,http://www.bls.gov/soc/2010/soc394021.htm,39,"Perform variety of tasks during funeral, such as placing casket in parlor or chapel prior to service; arranging floral offerings or lights around casket; directing or escorting mourners; closing casket; and issuing and storing funeral equipment.",
556,39-4031.00,"Morticians, Undertakers, and Funeral Directors",http://www.bls.gov/soc/2010/soc394031.htm,39,"Perform various tasks to arrange and direct funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners.",
557,39-5011.00,Barbers,http://www.bls.gov/soc/2010/soc395011.htm,39,"Provide barbering services, such as cutting, trimming, shampooing, and styling hair, trimming beards, or giving shaves.",
558,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",http://www.bls.gov/soc/2010/soc395012.htm,39,"Provide beauty services, such as shampooing, cutting, coloring, and styling hair, and massaging and treating scalp. May apply makeup, dress wigs, perform hair removal, and provide nail and skin care services.",
559,39-5091.00,"Makeup Artists, Theatrical and Performance",http://www.bls.gov/soc/2010/soc395091.htm,39,"Apply makeup to performers to reflect period, setting, and situation of their role.",
560,39-5092.00,Manicurists and Pedicurists,http://www.bls.gov/soc/2010/soc395092.htm,39,Clean and shape customers' fingernails and toenails. May polish or decorate nails.,
561,39-5093.00,Shampooers,http://www.bls.gov/soc/2010/soc395093.htm,39,Shampoo and rinse customers' hair.,
562,39-5094.00,Skincare Specialists,http://www.bls.gov/soc/2010/soc395094.htm,39,Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.,
563,39-6011.00,Baggage Porters and Bellhops,http://www.bls.gov/soc/2010/soc396011.htm,39,Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.,
564,39-6012.00,Concierges,http://www.bls.gov/soc/2010/soc396012.htm,39,"Assist patrons at hotel, apartment, or office building with personal services. May take messages, arrange or give advice on transportation, business services or entertainment, or monitor guest requests for housekeeping and maintenance.",
565,39-7011.00,Tour Guides and Escorts,http://www.bls.gov/soc/2010/soc397011.htm,39,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries.",
566,39-7012.00,Travel Guides,http://www.bls.gov/soc/2010/soc397012.htm,39,"Plan, organize, and conduct long distance travel, tours, and expeditions for individuals and groups.",
567,39-9011.00,Childcare Workers,http://www.bls.gov/soc/2010/soc399011.htm,39,"Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play.",
568,39-9011.01,Nannies,http://www.bls.gov/soc/2010/soc399011.htm,39,"Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation.",
569,39-9021.00,Personal Care Aides,http://www.bls.gov/soc/2010/soc399021.htm,39,"Assist the elderly, convalescents, or persons with disabilities with daily living activities at the person's home or in a care facility. Duties performed at a place of residence may include keeping house (making beds, doing laundry, washing dishes) and preparing meals. May provide assistance at non-residential care facilities. May advise families, the elderly, convalescents, and persons with disabilities regarding such things as nutrition, cleanliness, and household activities.",
570,39-9031.00,Fitness Trainers and Aerobics Instructors,http://www.bls.gov/soc/2010/soc399031.htm,39,"Instruct or coach groups or individuals in exercise activities. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills.",
571,39-9032.00,Recreation Workers,http://www.bls.gov/soc/2010/soc399032.htm,39,"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members.",
572,39-9041.00,Residential Advisors,http://www.bls.gov/soc/2010/soc399041.htm,39,"Coordinate activities in residential facilities in secondary and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.",
573,41-1011.00,First-Line Supervisors of Retail Sales Workers,http://www.bls.gov/soc/2010/soc411011.htm,41,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties.",
574,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,http://www.bls.gov/soc/2010/soc411012.htm,41,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties.",
575,41-2011.00,Cashiers,http://www.bls.gov/soc/2010/soc412011.htm,41,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks.",
576,41-2012.00,Gaming Change Persons and Booth Cashiers,http://www.bls.gov/soc/2010/soc412012.htm,41,"Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers.",
